OTU ID,Control-0-1,Control-0-2,Control-0-3,Control-3-1,Control-3-2,Control-3-3,Control-7-1,Control-7-2,Control-7-3,Control-15-1,Control-15-2,Control-15-3,Control-21-1,Control-21-2,Control-21-3,Control-30-1,Control-30-2,Control-30-3,PGP41-0-1,PGP41-0-2,PGP41-0-3,PGP41-3-1,PGP41-3-2,PGP41-3-3,PGP41-7-1,PGP41-7-2,PGP41-7-3,PGP41-15-1,PGP41-15-2,PGP41-15-3,PGP41-21-1,PGP41-21-2,PGP41-21-3,PGP41-30-1,PGP41-30-2,PGP41-30-3,PGP5-0-1,PGP5-0-2,PGP5-0-3,PGP5-3-1,PGP5-3-2,PGP5-3-3,PGP5-7-1,PGP5-7-2,PGP5-7-3,PGP5-15-1,PGP5-15-2,PGP5-15-3,PGP5-21-1,PGP5-21-2,PGP5-21-3,PGP5-30-1,PGP5-30-2,PGP5-30-3,taxonomy
OTU73,0,1,0,113,89,110,57,66,50,27,13,15,30,42,21,5,8,6,0,0,0,94,62,79,65,36,33,19,16,22,23,30,22,9,7,18,0,0,0,128,120,84,23,19,31,21,19,13,18,8,15,7,6,13,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Massilia; s__uncultured bacterium
OTU74,15,24,13,25,40,32,34,24,38,37,38,35,38,42,30,50,30,52,16,14,20,30,17,17,18,35,24,48,24,25,90,50,37,35,30,59,14,10,15,21,21,20,26,34,37,31,26,23,44,36,16,26,30,38,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__uncultured bacterium
OTU75,2,1,0,101,92,74,46,39,69,20,13,23,24,30,30,17,8,12,2,1,0,106,73,76,44,56,40,24,13,24,24,31,18,14,4,11,3,1,1,152,102,68,27,32,43,41,20,19,13,13,22,1,5,3,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Pontibacter
OTU76,13,15,11,19,41,29,30,42,35,46,23,44,47,48,51,44,33,37,15,18,13,31,21,23,30,29,20,24,34,38,24,26,37,27,30,49,31,27,31,38,28,15,23,28,33,29,25,24,41,41,42,36,33,33,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__uncultured; g__norank; s__uncultured bacterium
OTU77,12,8,7,36,60,31,33,38,40,34,15,27,27,47,31,32,25,28,7,7,12,51,23,32,24,41,43,28,30,30,41,39,39,34,24,40,17,17,24,39,53,32,34,56,39,42,35,26,35,45,41,23,19,33,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus; s__uncultured bacterium
OTU78,22,8,14,15,28,19,24,28,30,38,28,43,31,43,37,21,28,43,24,11,16,19,15,17,31,34,32,29,46,24,24,32,39,39,31,42,26,33,30,35,25,17,23,33,34,35,20,26,31,39,31,32,31,45,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured
OTU79,15,7,8,22,9,18,53,24,7,23,46,34,37,14,34,41,89,30,2,1,2,30,12,53,13,18,15,5,28,36,26,25,11,50,47,9,50,63,33,6,24,31,30,38,11,31,31,62,30,38,15,87,37,16,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured bacterium
OTU80,1,0,0,40,13,63,20,29,16,12,12,30,48,15,20,13,12,10,17,76,23,87,293,62,32,70,44,27,32,26,20,32,10,14,9,4,18,5,7,14,16,25,23,42,6,36,22,22,17,19,74,10,9,9,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter
OTU81,8,8,6,37,49,37,38,30,47,40,18,30,41,55,42,24,27,20,6,6,3,40,46,45,46,28,38,27,28,29,24,36,38,25,27,33,11,12,17,70,49,22,19,31,23,28,15,18,15,25,27,24,18,20,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Microvirga; s__uncultured bacterium
OTU82,22,38,33,21,17,22,15,16,14,23,25,29,20,24,31,46,36,46,31,28,25,25,11,13,15,26,26,25,28,33,23,23,20,38,45,43,30,30,28,8,16,15,20,23,24,30,30,32,43,37,41,16,27,30,d__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU83,17,6,13,23,7,13,38,22,4,20,34,18,27,10,37,44,62,27,6,18,25,20,8,64,20,22,19,23,50,47,34,22,8,56,54,14,16,35,40,4,12,27,30,27,16,40,46,54,28,38,24,66,40,43,d__Bacteria; p__Chloroflexi; c__KD4-96; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU84,35,17,28,29,81,26,36,28,35,12,17,25,38,50,16,29,17,25,22,21,25,35,26,15,19,27,28,21,23,20,28,22,92,37,41,57,18,18,19,40,19,23,21,25,45,12,22,28,22,30,27,6,16,42,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__uncultured bacterium
OTU85,27,33,30,13,13,11,11,13,22,35,14,33,20,24,24,27,22,29,47,11,29,15,12,5,26,18,32,35,41,30,19,21,29,25,31,53,23,20,27,13,20,10,29,32,40,44,41,22,33,22,40,40,32,41,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__Ellin6067; s__uncultured bacterium
OTU86,17,26,25,32,41,34,39,30,39,32,28,28,38,38,42,28,24,19,29,25,24,39,26,35,32,26,29,36,30,22,33,30,35,39,24,35,19,20,16,18,24,11,13,15,18,19,20,21,27,29,15,28,28,15,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Archangiaceae; g__Anaeromyxobacter; s__Anaeromyxobacter sp. Fw109-5
OTU87,51,38,32,17,34,25,19,12,18,36,15,28,28,25,44,21,24,33,42,23,36,18,13,16,16,20,17,24,18,23,25,26,24,22,47,43,22,31,37,18,35,14,14,16,25,29,23,8,19,24,31,38,24,40,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__uncultured bacterium
OTU88,21,31,40,22,17,26,20,15,32,40,94,35,37,34,16,46,32,38,26,44,29,21,12,14,11,22,16,27,22,35,46,18,28,25,24,20,16,27,24,15,17,36,22,10,23,7,24,18,20,16,20,23,35,29,d__Bacteria; p__Rokubacteria; c__NC10; o__Rokubacteriales; f__norank; g__norank; s__uncultured bacterium
OTU89,0,0,0,68,32,59,67,56,76,28,7,17,31,31,21,14,7,5,0,0,0,46,40,59,59,52,66,10,14,21,51,41,58,10,13,13,3,1,3,93,75,43,40,39,26,20,22,11,15,14,27,7,10,13,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__uncultured bacterium
OTU90,35,43,37,23,26,31,21,22,19,43,12,16,28,25,24,24,26,15,59,36,37,23,25,25,17,29,27,20,31,23,23,24,25,19,30,42,33,26,28,22,17,11,15,12,13,24,35,14,20,16,19,21,38,21,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Archangiaceae; g__Anaeromyxobacter; s__uncultured bacterium
OTU91,20,12,21,26,18,10,20,24,23,34,27,31,30,25,37,32,28,28,14,13,14,23,23,15,18,20,35,31,25,25,30,17,25,33,28,45,19,23,21,29,28,20,23,26,20,28,27,31,23,33,30,43,78,32,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured bacterium
OTU92,9,12,23,16,26,15,29,26,32,33,24,21,30,39,49,32,21,29,16,5,13,15,15,10,32,33,16,45,25,15,30,30,40,33,33,49,10,8,8,23,23,22,35,22,49,32,59,38,39,42,47,36,35,33,d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured bacterium
OTU93,11,8,14,19,29,14,35,21,37,29,22,35,25,45,24,28,26,29,18,12,16,36,11,24,26,27,31,30,27,29,30,13,39,21,25,35,16,19,21,33,27,19,33,30,58,28,33,30,35,28,28,36,33,42,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__mle1-7; s__uncultured bacterium
OTU94,22,11,20,36,2,25,33,25,6,21,46,37,31,12,26,32,85,27,1,1,1,25,12,45,12,10,13,9,16,36,26,32,4,44,27,13,32,72,44,8,23,38,35,34,15,36,34,60,31,33,17,76,39,21,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured bacterium
OTU95,6,12,8,34,35,29,44,32,52,25,14,27,23,29,31,24,28,23,13,11,8,36,40,41,34,32,40,22,31,28,30,30,42,25,13,39,10,9,10,46,71,30,37,31,33,41,21,22,20,23,30,18,22,20,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__uncultured Sphingomonas sp.
OTU96,0,1,0,42,38,29,37,42,50,16,20,25,28,20,27,15,20,18,0,0,2,45,43,43,53,70,75,13,36,23,33,27,38,25,25,36,2,2,2,36,60,22,14,22,33,34,54,17,22,35,29,14,21,51,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__uncultured bacterium
OTU97,10,9,9,17,48,33,34,30,36,42,36,36,40,38,41,31,36,46,7,8,10,31,24,29,13,31,31,27,26,23,21,26,31,35,32,55,10,15,9,13,32,14,22,17,29,39,26,29,28,29,31,20,11,18,d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__uncultured; g__norank; s__uncultured bacterium
OTU98,7,19,16,38,43,32,34,28,45,42,11,30,24,35,27,25,18,16,11,22,9,47,39,37,31,50,32,23,33,25,23,29,30,29,38,30,10,12,14,36,67,32,29,20,32,30,22,19,19,18,15,24,25,25,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
OTU99,35,12,34,19,8,36,25,31,4,19,22,44,32,13,31,25,34,34,17,1,3,22,28,14,19,15,35,19,32,19,30,24,14,26,20,7,76,55,27,12,24,55,38,37,13,18,30,22,23,27,46,20,29,21,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__norank; s__uncultured bacterium
OTU100,3,8,6,21,35,19,24,30,30,33,16,34,26,47,43,41,34,34,5,8,7,21,18,14,19,39,21,35,20,19,30,25,39,29,25,44,30,33,19,23,27,14,24,24,37,28,29,32,14,29,35,27,35,30,d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__uncultured; s__uncultured bacterium
OTU101,5,11,8,23,30,23,14,12,21,41,27,20,23,24,35,31,22,47,8,5,7,23,19,15,12,22,25,28,28,29,24,17,24,24,30,47,31,34,31,30,24,16,29,24,35,31,23,20,33,30,38,29,23,44,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured bacterium
OTU102,1,2,0,56,60,39,43,59,52,29,12,20,26,34,18,8,13,22,0,1,2,44,25,48,65,51,64,16,10,17,27,35,35,29,21,22,1,0,0,67,54,38,20,28,34,19,23,16,17,20,13,24,25,20,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Massilia
OTU103,11,5,14,26,11,14,33,28,39,26,21,29,24,25,27,24,31,40,12,3,8,25,16,19,24,26,29,33,34,34,26,51,33,32,37,38,30,24,22,28,21,15,28,20,22,29,23,18,28,32,35,29,23,33,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Kouleothrix; s__uncultured bacterium
OTU104,40,80,46,14,22,13,11,14,17,33,21,18,19,21,27,18,14,20,78,28,24,13,10,10,10,15,14,23,10,26,10,20,14,19,23,21,37,36,47,17,19,11,10,21,29,25,27,14,31,29,32,22,33,22,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__CCD24; f__norank; g__norank; s__uncultured gamma proteobacterium
OTU105,2,3,0,38,35,36,29,28,40,29,18,29,28,31,35,31,20,30,3,4,2,36,24,33,27,31,24,33,23,12,31,30,32,20,24,36,10,10,11,46,41,30,28,25,45,37,32,22,26,29,32,19,26,29,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus
OTU106,15,21,29,25,27,16,20,17,23,26,31,28,20,30,14,39,20,27,21,16,22,15,10,8,21,21,13,34,24,17,36,22,35,38,36,40,27,25,26,17,18,35,20,17,23,16,27,26,31,32,36,25,43,32,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__norank; s__uncultured bacterium
OTU107,1,2,0,66,92,78,20,21,69,9,8,11,18,30,6,10,2,12,0,1,0,88,80,65,68,39,46,26,26,10,35,17,20,4,2,5,1,0,2,89,74,48,23,26,28,16,25,7,15,11,20,4,2,5,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Adhaeribacter; s__uncultured bacterium
OTU108,39,29,36,16,15,18,15,15,15,19,31,19,21,19,9,29,16,20,44,19,26,23,8,11,14,5,10,34,13,25,33,18,13,33,25,35,26,37,24,24,31,36,22,22,26,5,13,18,28,41,16,32,39,16,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__norank; s__uncultured bacterium
OTU109,40,27,57,14,9,21,26,17,6,14,18,18,19,8,9,37,42,19,9,6,3,20,18,23,28,12,23,19,25,25,12,13,7,26,20,6,30,46,43,5,14,29,26,30,11,20,41,39,23,28,15,41,57,44,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured bacterium
OTU110,13,8,9,19,3,22,12,21,1,21,58,32,30,8,13,24,34,37,3,16,9,18,7,26,21,19,26,10,25,14,23,21,5,56,25,6,24,13,11,5,31,67,33,38,19,23,45,65,73,25,11,43,31,38,d__Bacteria; p__Acidobacteria; c__Blastocatellia (Subgroup 4); o__Blastocatellales; f__Blastocatellaceae; g__uncultured; s__uncultured bacterium
OTU111,9,14,11,55,49,37,38,46,50,46,18,25,29,47,52,25,19,29,14,11,11,46,26,20,15,20,16,25,21,24,29,31,23,9,12,25,6,4,10,34,49,15,28,24,27,38,17,18,14,31,20,10,8,10,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces
OTU112,40,32,39,17,2,26,21,25,2,22,63,25,21,11,17,31,51,53,9,43,75,20,9,17,14,15,15,12,27,19,17,9,9,14,11,6,41,22,26,6,10,32,12,11,3,12,21,33,39,22,18,20,15,15,d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU113,0,0,0,50,37,50,34,43,65,19,6,17,21,38,14,6,5,4,1,0,0,56,34,47,78,67,82,20,42,32,23,40,25,2,1,4,0,0,0,87,66,53,25,35,35,32,13,10,9,16,17,2,3,6,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__uncultured bacterium
OTU114,8,12,13,32,31,21,22,34,30,33,17,27,24,41,26,26,13,28,13,8,4,18,28,17,25,15,18,39,26,23,17,22,33,9,26,39,19,12,14,19,31,21,32,34,50,38,42,35,23,28,38,32,21,19,d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured bacterium
OTU115,15,13,17,25,12,16,22,16,20,21,18,28,22,27,29,30,25,22,13,5,14,23,20,16,26,21,24,29,24,32,19,36,24,31,29,30,19,17,19,19,20,17,23,35,16,30,33,34,42,26,42,17,41,19,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured bacterium
OTU116,3,6,1,19,18,10,24,31,7,17,67,26,12,15,10,24,16,28,0,1,4,53,17,7,48,22,60,9,49,14,28,17,62,20,23,19,14,33,62,4,14,51,16,9,10,11,24,22,30,50,41,7,68,12,d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__norank; s__uncultured archaeon
OTU117,20,2,8,24,3,32,31,20,5,16,78,32,17,13,23,16,41,62,1,9,24,5,5,24,16,7,10,6,27,32,27,19,11,40,23,7,47,27,29,1,13,71,23,21,12,9,33,63,76,23,5,32,20,11,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Chthoniobacterales; f__Xiphinematobacteraceae; g__Candidatus Xiphinematobacter; s__uncultured bacterium
OTU118,16,4,10,18,8,20,25,16,7,29,53,24,22,17,11,31,33,27,2,8,5,26,20,14,20,18,20,32,26,28,31,31,21,44,45,22,23,19,16,4,26,49,35,17,10,9,25,23,41,36,15,30,40,46,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__Thermomicrobiaceae; g__Nitrolancea
OTU119,8,12,2,15,15,20,22,31,24,25,49,28,23,33,17,46,18,25,10,5,4,30,21,14,23,24,13,23,25,23,28,27,46,30,33,29,29,22,16,22,36,41,21,20,37,16,23,29,25,31,18,12,24,11,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__norank; s__uncultured bacterium
OTU120,19,11,12,18,7,12,25,29,3,18,28,34,33,8,27,35,49,21,6,33,26,10,14,50,18,15,24,15,29,37,22,25,11,31,30,7,12,16,8,5,12,28,22,17,13,32,29,42,23,19,25,69,39,32,d__Bacteria; p__Gemmatimonadetes; c__AKAU4049; o__norank; f__norank; g__norank; s__uncultured soil bacterium
OTU121,14,14,21,32,22,26,20,31,24,41,15,19,23,24,33,21,16,20,20,8,3,39,32,23,31,32,27,27,26,14,26,35,29,13,23,17,10,7,11,37,45,30,27,25,29,37,26,27,23,20,21,20,24,16,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__uncultured Sphingomonadaceae bacterium
OTU122,4,5,8,39,40,22,25,26,44,25,37,14,27,16,18,29,13,17,4,6,4,47,47,36,57,43,51,19,16,17,20,23,35,19,13,29,14,8,13,48,43,62,21,21,28,13,25,5,14,19,17,14,11,20,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__uncultured bacterium
OTU123,9,8,4,39,27,18,21,23,38,32,16,30,19,34,35,23,21,29,8,4,8,28,27,17,21,27,29,23,31,30,22,27,23,17,28,31,6,12,8,19,34,16,19,23,31,39,22,25,33,41,27,15,26,26,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Ellin6055
OTU124,5,4,1,28,21,26,47,36,44,25,27,37,25,41,36,19,13,24,7,1,2,32,18,32,33,41,38,20,22,13,29,37,37,23,29,16,5,3,6,64,42,43,30,20,36,18,20,18,14,19,15,11,20,23,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter
OTU125,42,40,50,12,13,14,14,13,9,24,14,21,16,25,21,31,19,16,47,35,37,12,5,6,7,19,18,17,20,16,12,16,16,15,13,22,33,24,35,14,23,14,13,15,23,17,23,15,24,30,17,16,22,24,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__norank; g__norank; s__uncultured bacterium
OTU126,15,7,9,21,5,30,15,24,0,22,52,16,27,14,21,29,57,57,1,9,24,20,11,15,24,18,13,17,27,19,14,12,10,29,24,7,32,17,26,2,26,54,21,21,4,17,28,54,46,19,21,27,38,36,d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU127,6,6,5,18,8,24,29,35,6,18,57,28,17,5,21,50,64,59,1,8,15,17,18,13,22,13,19,12,33,24,19,18,14,40,33,14,20,5,6,4,17,43,43,29,15,13,33,62,72,39,15,31,31,33,d__Bacteria; p__Acidobacteria; c__Blastocatellia (Subgroup 4); o__Blastocatellales; f__Blastocatellaceae; g__JGI 0001001-H03
OTU128,8,8,10,28,25,14,22,16,34,45,28,29,17,23,25,20,17,26,15,8,10,18,14,17,17,18,29,26,32,19,22,29,29,27,32,43,26,22,19,23,20,14,20,18,24,30,15,20,40,31,33,23,27,27,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured bacterium
OTU129,15,18,12,18,33,10,24,27,32,36,10,41,31,39,23,25,19,18,13,14,8,19,16,14,24,33,30,36,30,24,22,23,30,16,20,34,17,8,10,16,26,8,30,28,24,38,53,20,35,38,29,20,24,30,d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured
OTU130,32,24,49,11,4,12,17,13,2,10,23,15,19,4,14,34,48,20,13,70,51,5,6,23,15,11,12,14,32,28,15,14,9,38,36,8,9,20,24,1,3,9,16,9,2,22,20,25,17,31,17,58,39,31,d__Bacteria; p__Chloroflexi; c__KD4-96; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU131,2,7,9,22,42,23,26,27,41,37,30,19,30,33,14,24,23,30,8,6,6,21,13,13,17,38,27,50,39,25,52,38,37,26,26,26,11,14,16,29,21,8,21,15,34,14,15,16,18,15,13,10,23,23,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__norank; g__norank; s__uncultured bacterium
OTU132,22,15,27,17,24,18,27,40,9,17,39,24,30,14,16,37,30,21,10,38,29,14,12,26,22,18,21,23,31,22,23,18,13,30,31,10,20,19,28,3,8,28,16,15,4,4,26,31,24,24,21,42,26,18,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__C0119; f__norank; g__norank; s__uncultured bacterium
OTU133,27,32,34,22,37,24,31,25,28,19,19,27,17,30,28,19,22,22,44,25,25,23,19,15,15,15,16,18,17,29,16,14,20,18,23,34,26,15,15,15,21,6,15,17,23,15,21,13,18,16,30,10,18,22,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__norank; s__uncultured bacterium
OTU134,5,5,2,19,6,14,39,21,4,16,29,31,26,14,41,36,41,27,2,11,12,15,12,51,26,35,18,8,35,42,16,14,15,37,23,10,15,29,26,4,9,25,11,13,6,19,23,42,30,26,17,87,24,31,d__Bacteria; p__Actinobacteria; c__MB-A2-108; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU135,1,4,0,37,36,35,26,21,44,13,6,11,30,37,20,3,9,8,2,2,0,59,25,44,44,47,36,22,17,11,27,27,29,8,7,14,1,1,1,63,68,38,32,42,56,36,33,19,14,18,22,3,11,12,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Adhaeribacter; s__uncultured bacterium
OTU136,2,0,0,31,12,43,20,26,19,9,15,17,38,12,20,8,10,10,10,28,10,75,245,54,29,68,44,22,21,18,23,28,7,8,9,4,11,6,8,5,18,11,16,25,5,26,8,15,16,20,55,4,9,5,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter
OTU137,11,6,9,12,3,15,24,17,0,21,36,24,15,10,15,22,59,19,1,1,1,15,5,36,15,7,3,9,20,26,16,22,2,55,25,7,33,53,33,5,19,33,41,26,12,26,29,48,20,21,5,63,37,11,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured bacterium
OTU138,17,21,20,24,28,28,19,13,29,28,20,27,21,38,20,28,12,39,14,8,17,20,13,16,24,25,19,35,17,23,18,17,29,27,24,32,20,15,11,24,24,24,20,20,18,16,18,8,18,17,16,20,39,26,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter; s__uncultured bacterium
OTU139,10,8,10,13,10,19,43,35,9,17,33,30,30,13,28,24,33,23,0,9,4,14,15,33,21,26,23,11,31,33,28,18,17,40,52,5,15,14,29,0,12,23,24,27,5,22,40,50,19,22,18,67,25,18,d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU140,19,4,5,21,2,27,26,22,6,22,44,11,22,11,18,19,42,41,6,9,24,20,14,18,17,32,24,11,30,26,23,18,13,31,25,5,28,9,12,6,9,41,24,24,8,13,24,39,43,27,13,41,35,46,d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__norank; f__norank; g__norank; s__uncultured Acidobacteria bacterium
OTU141,22,29,21,16,20,11,21,11,24,19,20,17,26,30,26,25,19,40,22,20,18,11,17,13,18,25,23,20,14,16,23,25,24,22,25,36,10,8,14,17,12,20,22,22,26,26,21,19,20,26,27,19,25,30,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__uncultured bacterium
OTU142,4,1,1,26,7,50,18,18,15,12,9,19,32,12,13,18,6,16,13,22,22,75,190,38,29,70,44,21,20,12,16,42,14,8,4,3,13,10,6,7,10,18,11,19,12,31,12,13,18,17,66,10,4,11,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter
OTU143,5,4,10,29,6,10,33,22,8,15,29,36,46,1,18,33,40,16,4,2,0,19,5,18,16,18,16,8,21,29,38,14,7,42,43,5,15,19,39,6,17,13,52,72,10,37,30,36,15,16,22,15,24,28,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__norank; s__uncultured Chloroflexi bacterium
OTU144,5,4,7,22,39,43,36,31,36,55,38,31,34,41,26,36,12,36,6,2,3,22,19,17,24,20,23,27,22,36,26,19,36,10,19,30,16,16,14,21,12,6,16,17,22,10,4,16,25,18,13,15,9,22,d__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__uncultured Nitrospira sp.
OTU145,27,21,33,25,4,39,22,15,2,20,37,19,17,7,13,27,36,46,7,33,46,7,11,13,13,10,8,12,31,21,11,4,7,24,18,3,31,20,24,0,12,35,17,15,5,15,22,40,33,15,17,30,17,20,d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU146,3,8,2,17,6,7,12,26,3,11,57,14,11,9,7,23,18,28,3,8,6,43,24,4,33,21,40,13,21,23,24,24,50,22,31,12,10,21,82,1,12,47,18,9,10,14,21,18,19,50,19,9,69,13,d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrocosmicus
OTU147,8,11,4,13,7,16,23,22,2,12,27,29,29,11,32,47,39,30,3,11,4,17,10,25,28,28,18,15,40,23,16,12,14,25,21,3,9,13,14,9,13,30,27,27,10,25,24,44,23,27,17,66,40,41,d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__norank; f__norank; g__norank; s__uncultured bacterium
